Year,Team,NextYearsWins,Wins,OffTotYds,OffTotPlays,OffTotYdsperPly,OffTot1stDwns,OffPass1stDwns,OffRush1stDwns,OffTotTurnovers,OffFumblesLost,Off1stDwnsbyPenalty,OffPassComp,OffPassComp1,OffPassYds,OffPassTds,OffPassINTs,OffPassINT,OffPassLongest,OffPassYdsperAtt,OffPassAdjYdsperAtt,OffPassYdsperComp,OffPassYdsperGame,OffPasserRating,OffPassSacksAlwd,OffPassSackYds,OffPassNetYdsperAtt,OffPassAdjNetYdsperAtt,OffPassSack,OffGameWinningDrives,OffRushYds,OffRushTds,OffRushLongest,OffRushYdsperAtt,OffRushYdsperGame,OffFumbles,OffPuntReturns,OffPRYds,OffPRTds,OffPRLongest,OffPRYdsperAtt,OffKickReturns,OffKRYds,OffKRTds,OffKRLongest,OffKRYdsperAtt,OffAllPurposeYds,X119ydFGAtt,X119ydFGMade,X2029ydFGAtt,X2029ydFGMade,X129ydFG,X3039ydFGAtt,X3039ydFGMade,X3039ydFG,X4049ydFGAtt,X4049ydFGMade,X50ydFGAtt,X50ydFGMade,X40ydFG,TotalFGAtt,OffTotFGMade,OffTotFG,OffXPAtt,OffXPMade,OffXP,OffTimesPunted,OffPuntYards,OffLongestPunt,OffTimesHadPuntBlocked,OffYardsPerPunt,FmblTds,DefINTTdsScored,BlockedKickorMissedFGRetTds,TotalTdsScored,Off2ptConvMade,DefSafetiesScored,DefTotYdsAlwd,DefTotPlaysAlwd,DefTotYdsperPlayAlwd,DefTot1stDwnsAlwd,DefPass1stDwnsAlwd,DefRush1stDwnsAlwd,DefTurnoversCreated,DefFumblesRecovered,Def1stDwnsAlwdbyPenalty,DefPassCompAlwd,DefPassAttAlwd,DefPassCompAlwd,DefPassYdsAlwd,DefPassTdsAlwd,DefPassTDAlwd,DefPassINTs,DefPassINT,DefPassYdsperAttAlwd,DefPassAdjYdsperAttAlwd,DefPassYdsperCompAlwd,DefPassYdsperGameAlwd,DefPasserRatingAlwd,DefPassSacks,DefPassSackYds,DefPassNetYdsperAttAlwd,DefPassAdjNetYdsperAttAlwd,DefPassSack,DefRushYdsAlwd,DefRushTdsAlwd,DefRushYdsperAttAlwd,DefRushYdsperGameAlwd,DefPuntReturnsAlwd,DefPRTdsAlwd,DefKickReturnsAlwd,DefKRYdsAlwd,DefKRTdsAlwd,DefKRYdsperAttAlwd,DefTotFGAttAlwd,DefTotFGMadeAlwd,DefTotFGAlwd,DefXPAttAlwd,DefXPMadeAlwd,DefXPAlwd,DefPuntsAlwd,DefPuntYdsAlwd,DefPuntYdsperAttAlwd,Def2ptConvAlwd,OffSafeties,OffRushSuccessRate,HeadCoachDisturbance,QBDisturbance,RBDisturbance,OffRunPassRatio,OffPassPly,OffRunPly,OffYdsPt,DefYdsPt,OffPassDroprate,DefPassDropRate
2009,NewEngland,14,10,63.57,1076,5.9,373,222,114,22,9,37,390,65.9,4436,28,13,2.2,81,7.7,7.6,11.6,277.3,95.6,18,104,7.3,7.2,3,1,1921,19,55,4.1,120.1,17,38,432,0,69,11.4,54,1226,0,52,22.7,8015,0,0,7,7,1,13,12,0.92307692,8,5,3,2,0.63636364,31,26,0.839,47,47,1,57,2261,56,1,39.7,0,3,0,50,1,0,5123,941,5.4,289,193,80,28,10,16,300,512,58.6,3355,25,4.9,18,3.5,7,6.4,11.9,209.7,81.7,31,229,6.2,5.6,5.7,1768,6,4.4,110.5,20,0,70,1705,0,24.4,20,14,0.7,34,33,0.971,79,3271,41.4,0,0,0.5430622,No,No,Yes,0.76393443,0.5669145,0.4330855,14.8875878,17.9754386,6.4516129,6.31163708
2010,NewEngland,13,14,58.2,986,5.9,335,196,119,10,5,20,331,65.3,3847,37,5,1,79,7.9,8.9,12.2,240.4,109.8,25,175,7.2,8.2,4.7,3,1973,19,36,4.3,123.3,9,27,361,1,94,13.4,56,1231,2,103,22,7412,1,1,7,7,1,12,11,0.91666667,4,3,1,0,0.6,25,22,0.88,64,62,0.969,58,2506,65,0,43.2,1,4,1,65,0,0,5864,1056,5.6,348,226,99,38,13,23,388,611,63.5,4136,25,4.1,25,4.1,7.1,6.1,11.2,258.5,81.2,36,212,6.4,5.4,5.6,1728,10,4.2,108,25,0,81,1826,1,22.5,26,19,0.731,32,32,1,58,2424,41.8,4,0,0.55583127,No,No,No,0.85338346,0.53955375,0.46044625,11.2355212,18.7348243,7.7689243,5.77557756
2011,NewEngland,12,13,68.48,1082,6.3,399,262,107,17,5,30,402,65.7,5084,39,12,2,99,8.6,9,13.1,317.8,105.7,32,173,7.9,8.3,5,3,1764,18,33,4,110.3,13,38,393,1,72,10.3,46,986,0,37,21.4,8400,1,1,13,12,0.92857143,6,5,0.83333333,11,9,2,1,0.76923077,33,28,0.848,59,59,1,57,2648,65,0,46.5,1,2,0,61,2,0,6577,1064,6.2,370,245,101,34,11,24,386,619,62.4,4703,26,4.2,23,3.7,8,7.2,12.9,293.9,86.1,40,274,7.1,6.4,6.1,1874,13,4.6,117.1,26,0,60,1294,0,21.6,23,20,0.87,38,38,1,67,0,0,0,2,0.52785146,No,No,Yes,0.68012422,0.59519409,0.40480592,13.3489279,19.2309942,3.61247947,5.70032573
2012,NewEngland,NA,12,68.46,1191,5.7,444,256,151,16,7,37,402,62.7,4662,34,9,1.4,83,7.6,8,12,291.4,97.7,27,182,7,7.4,4,2,2184,25,47,4.2,136.5,14,42,506,1,68,12,38,807,1,104,21.2,8341,0,0,8,8,1,12,10,0.83333333,13,9,2,2,0.73333333,35,29,0.829,66,66,1,61,2585,62,0,42.4,4,2,0,67,0,1,5972,1046,5.7,340,207,100,41,21,33,369,594,62.1,4342,27,4.5,20,3.4,7.7,7.1,12.3,271.4,86.9,37,213,6.9,6.3,5.9,1630,10,3.9,101.9,23,0,60,1229,0,20.5,25,21,0.84,38,38,1,67,0,0,0,1,0.5443299,No,No,?,0.78293413,0.56087322,0.43912678,12.2908438,18.0422961,6.46687697,4.76190476
2002,NewOrleans,8,9,52.05,1001,5.2,291,169,91,30,15,31,291,54.1,3441,27,15,2.8,64,6.8,6.6,12.7,215.1,80.8,37,244,6,5.7,6.4,3,1764,16,62,4.1,110.3,29,45,625,1,83,13.9,79,1956,2,97,24.8,7786,0,0,9,9,1,13,11,0.84615385,12,11,1,0,0.84615385,35,31,0.886,37,37,1,69,2860,59,0,41.4,2,1,0,49,4,0,5796,1071,5.4,327,191,108,38,18,28,343,593,57.8,3805,25,4.2,20,3.4,6.8,6.2,11.8,237.8,78.8,39,253,6,5.4,6.2,1991,18,4.5,124.4,38,0,85,1817,0,21.4,28,23,0.821,40,39,0.975,73,3117,42.7,4,1,0.42134831,No,No,No,0.74086957,0.57442557,0.42557443,12.0486111,14.9381443,7.11538462,5.57491289
2003,NewOrleans,8,8,54.38,1019,5.3,302,177,100,28,20,25,314,58.7,3438,25,8,1.5,76,6.8,7.1,11.6,214.9,88.7,36,203,6,6.3,6.3,3,2000,11,76,4.5,125,33,40,360,0,27,9,72,1524,0,53,21.2,7322,0,0,6,6,1,12,10,0.83333333,9,5,3,1,0.5,30,22,0.733,37,36,0.973,72,3188,59,1,44.3,0,2,1,39,1,1,5234,997,5.2,298,165,109,27,13,24,264,485,54.4,2993,20,4.1,14,2.9,6.5,6,12,187.1,76.3,32,171,5.8,5.3,6.2,1980,9,4.8,123.8,36,0,67,1587,2,23.7,31,25,0.806,35,35,1,76,3184,41.9,0,0,0.42227979,No,No,No,0.78458844,0.56035329,0.43964671,15.9941176,16.0552147,5,5.83333333
2004,NewOrleans,3,8,51.93,989,5.3,291,177,82,26,10,32,309,57,3587,21,16,3,57,7,6.5,12.3,224.2,79.5,41,223,6.2,5.6,7,5,1606,15,71,4,100.4,23,40,388,0,53,9.7,83,1879,2,98,22.6,7460,0,0,3,3,1,15,12,0.8,6,5,3,2,0.77777778,27,22,0.815,38,38,1,85,3704,63,0,43.6,1,0,1,40,1,1,6141,1067,5.8,343,193,118,33,20,32,324,545,59.4,3888,24,4.4,13,2.4,7.5,7.3,12.6,243,87.7,37,207,6.7,6.5,6.4,2253,16,4.6,140.8,43,1,74,1710,0,23.1,35,31,0.886,42,42,1,71,2897,40.8,2,1,0.41812866,No,No,Yes,0.69639794,0.58948433,0.41051567,14.9224138,15.162963,4.71698113,3.91791045
2005,NewOrleans,10,3,50.31,1017,4.9,312,182,89,43,19,41,308,55.7,3343,15,24,4.3,66,6.5,5.1,11.7,208.9,66.6,41,261,5.6,4.3,6.9,2,1688,8,42,4,105.5,23,46,320,0,42,7,75,1516,0,46,20.2,6867,1,1,13,12,0.92857143,6,4,0.66666667,12,8,0,0,0.66666667,32,25,0.781,22,22,1,71,3066,69,0,43.2,0,0,0,23,0,0,4994,946,5.3,281,145,103,19,9,33,241,418,57.7,2849,20,4.8,10,2.4,7.2,7.1,12.5,178.1,86.2,25,165,6.4,6.3,5.6,2145,16,4.3,134.1,33,0,61,1404,0,23,39,31,0.795,43,43,1,76,3466,45.6,0,2,0.39237057,Yes,Yes,Yes,0.71212121,0.5840708,0.4159292,21.4085106,12.5477387,7.28971963,4.400978
2006,NewOrleans,7,10,62.64,1075,5.8,330,207,99,23,10,24,372,64.1,4503,27,13,2.2,86,8,7.9,12.4,281.4,94.9,23,123,7.5,7.4,3.8,2,1761,19,57,3.7,110.1,23,51,372,1,65,7.3,60,1377,0,51,23,8013,1,1,9,9,1,8,7,0.875,6,5,2,1,0.75,26,23,0.885,47,46,0.979,77,3369,59,0,43.8,1,0,1,49,2,0,4917,930,5.3,262,148,96,19,8,18,267,474,56.3,2854,26,5.5,11,2.3,6.6,6.6,11.7,178.4,85.1,38,268,5.6,5.6,7.4,2063,10,4.9,128.9,40,0,72,1598,0,22.2,18,14,0.778,40,40,1,96,4186,43.6,0,0,0.49648712,No,No,Yes,0.7827529,0.56093023,0.43906977,15.1670702,15.2701863,6.85413005,8.33333333
2007,NewOrleans,8,7,57.8,1060,5.5,346,232,94,30,12,20,440,67.5,4314,28,18,2.8,58,6.8,6.4,10.1,269.6,89.4,16,109,6.5,6.1,2.4,1,1466,14,26,3.7,91.6,25,24,197,0,48,8.2,71,1513,0,64,21.3,7490,0,0,5,4,0.8,6,5,0.83333333,5,4,6,2,0.54545455,22,15,0.682,42,42,1,63,2757,61,0,43.8,2,3,0,47,4,1,5570,964,5.8,288,196,80,23,10,12,327,524,62.4,3924,32,6.1,13,2.5,7.9,8,12.6,245.3,96.9,32,198,7.1,7.2,5.8,1646,7,4,102.9,35,1,56,1256,1,22.4,30,26,0.867,44,44,1,67,2921,43.6,0,1,0.49734043,No,No,Yes,0.58682635,0.63018868,0.36981132,15.2506596,14.3556701,6.44654088,3.89863548
2008,NewOrleans,13,8,65.71,1047,6.3,354,232,103,26,8,19,413,64.9,4977,34,18,2.8,84,8,7.8,12.3,311.1,95.4,13,92,7.7,7.5,2,2,1594,20,43,4,99.6,18,26,310,3,71,11.9,62,1496,0,88,24.1,8377,0,0,6,6,1,9,8,0.88888889,10,7,2,1,0.66666667,27,22,0.815,54,53,0.981,53,2364,70,0,44.6,0,0,0,57,0,1,5432,999,5.4,299,180,100,22,7,19,299,526,56.8,3547,21,4,15,2.9,7,6.6,12.4,221.7,80.3,28,161,6.4,5.9,5.1,1885,14,4.2,117.8,34,0,76,1827,1,24,39,34,0.872,37,37,1,66,2713,41.1,4,1,0.55135135,No,No,No,0.61325116,0.61986628,0.38013372,14.1922246,13.821883,4.79233227,5.40540541
2009,NewOrleans,11,13,64.61,1032,6.3,348,215,115,28,16,18,378,69.5,4355,34,12,2.2,75,8.3,8.5,11.9,272.2,106,20,135,7.7,8,3.5,6,2106,21,55,4.5,131.6,25,33,152,0,23,4.6,57,1393,1,97,24.4,8006,1,1,9,9,1,14,10,0.71428571,3,2,1,0,0.5,28,22,0.786,63,60,0.952,58,2528,60,0,43.6,2,5,1,64,0,0,5724,1044,5.5,310,175,111,39,13,24,330,574,57.5,3769,15,2.6,26,4.5,6.9,5.4,12,235.6,68.6,35,192,6.2,4.8,5.7,1955,19,4.5,122.2,25,1,74,1813,0,24.5,32,27,0.844,36,36,1,71,3053,43,0,1,0.53132251,No,No,Yes,0.82978723,0.54651163,0.45348837,12.6686275,16.7859238,3.8961039,6.26118068
2010,NewOrleans,13,11,59.6,1067,5.6,351,236,94,31,9,21,450,68.1,4441,33,22,3.3,80,7,6.5,10.3,277.6,90.8,26,195,6.5,6,3.8,5,1519,9,55,4,94.9,23,27,210,0,72,7.8,52,1181,0,39,22.7,7351,1,1,8,5,0.66666667,13,11,0.84615385,7,6,2,2,0.88888889,31,25,0.806,43,43,1,57,2616,64,0,45.9,0,2,0,44,0,1,4900,948,5.2,273,150,94,25,16,29,306,494,61.9,3103,13,2.6,9,1.8,6.8,6.5,11,193.9,83.2,33,250,5.9,5.6,6.3,1797,13,4.3,112.3,26,0,66,1592,0,24.1,34,28,0.824,29,27,0.931,67,2995,44.7,2,0,0.51142857,No,No,Yes,0.55312955,0.64386129,0.35613871,15.5208333,15.9609121,4.93066256,4.98960499
2011,NewOrleans,7,13,74.74,1117,6.7,416,280,116,19,5,20,472,71.3,5347,46,14,2.1,79,8.3,8.8,11.7,334.2,110.5,24,158,7.8,8.2,3.5,4,2127,16,36,4.9,132.9,6,29,294,1,72,10.1,42,1111,0,92,26.5,9037,0,0,11,11,1,10,10,1,8,5,5,2,0.53846154,34,28,0.824,63,63,1,47,2224,64,0,47.3,2,1,0,66,2,0,5895,1010,5.8,326,196,92,16,7,38,362,626,57.8,4157,24,3.8,9,1.4,7,7.2,12.2,259.8,86.4,33,256,6.3,6.4,5,1738,11,5,108.6,19,0,36,927,1,25.8,32,27,0.844,37,36,0.973,71,0,0,0,0,0.5721393,Yes,No,Yes,0.62827988,0.61414503,0.38585497,13.6636197,17.3893805,4.10958904,4.25531915
2012,NewOrleans,NA,7,65.74,1067,6.2,352,267,64,24,5,21,423,63,4997,43,19,2.8,80,7.7,7.7,12.3,312.3,96.4,26,190,7.2,7.2,3.7,2,1577,10,56,4.3,98.6,13,25,190,0,37,7.6,51,1266,0,75,24.8,8220,0,0,9,9,1,6,4,0.66666667,3,2,4,3,0.71428571,22,18,0.818,57,57,1,74,3707,70,0,50.1,0,4,1,58,1,0,7042,1089,6.5,380,236,116,26,11,28,370,602,61.5,4681,31,5.1,15,2.5,8.1,8,13.2,292.6,93.8,30,194,7.4,7.3,4.7,2361,18,5.2,147.6,31,0,42,1049,1,25,33,27,0.818,53,53,1,63,0,0,0,1,0.49428571,Yes,No,?,0.53084648,0.65323336,0.34676664,14.2603037,15.5110132,5.94512195,5.1369863
2002,NYGiants,4,10,58.26,1059,5.5,323,195,95,27,13,33,338,61.6,3951,19,14,2.6,82,7.5,7,12.1,246.9,85.4,24,152,6.9,6.5,4.2,5,1875,14,70,3.9,117.2,31,32,243,0,37,7.6,59,1219,0,46,20.7,7288,2,2,7,7,1,19,14,0.73684211,4,3,0,0,0.75,32,26,0.813,32,30,0.938,71,2659,65,0,37.5,1,1,0,35,1,0,4949,985,5,266,162,87,25,14,17,311,541,57.5,3119,17,3.1,11,2,6.2,5.9,10.8,194.9,77.9,37,250,5.4,5.1,6.4,1830,12,4.5,114.4,30,0,74,1661,0,22.4,31,21,0.677,24,24,1,84,3360,40,5,1,0.4255814,No,No,No,0.84816754,0.54107649,0.45892351,18.20625,17.7383513,5.54528651,7.23809524
2003,NYGiants,6,4,49.42,1047,4.7,300,184,90,38,18,26,344,55.8,3383,16,20,3.2,77,5.9,5,10.6,211.4,68.4,44,259,5.1,4.2,6.7,3,1559,6,27,4,97.4,35,32,163,0,15,5.1,75,1492,0,36,19.9,6597,0,0,8,6,0.75,11,9,0.81818182,8,5,0,0,0.625,27,20,0.741,23,23,1,91,3681,59,1,40.5,2,2,0,26,2,0,5320,1060,5,314,178,102,22,12,34,309,519,59.5,3412,25,4.8,10,1.9,7.1,7.2,12,213.3,89.5,45,298,6,6.1,8,1980,19,4.5,123.8,40,2,56,1128,0,20.1,37,28,0.757,42,41,0.976,82,2919,35.6,1,1,0.4598338,Yes,Yes,No,0.58636364,0.63037249,0.36962751,20.3374486,13.74677,5.30679934,6.49606299
2004,NYGiants,11,6,47.22,951,5,281,143,105,24,11,33,269,56.6,2818,12,13,2.7,62,6.5,5.8,11.5,176.1,73.5,52,279,5.3,4.7,9.9,2,1904,18,72,4.5,119,29,38,253,0,29,6.7,66,1658,2,92,25.1,6633,1,1,8,8,1,8,6,0.75,7,4,4,3,0.63636364,28,22,0.786,33,33,1,77,3170,55,2,41.2,2,0,0,34,0,0,5187,1005,5.2,310,170,112,28,14,28,292,467,62.5,3030,28,6,14,3,7,6.9,11.2,189.4,90.9,40,250,6,5.8,7.9,2157,13,4.3,134.8,38,0,66,1278,0,19.4,25,20,0.8,37,37,1,77,2995,38.9,2,0,0.48241206,No,Yes,No,0.80455408,0.55415352,0.44584648,15.5841584,14.9481268,5.66448802,5.85683297
2005,NYGiants,8,11,57.87,1055,5.5,312,172,106,25,8,34,294,52.7,3578,24,17,3,78,6.7,6.2,12.8,223.6,75.7,28,184,6.1,5.6,4.8,2,2209,17,95,4.7,138.1,17,49,453,1,58,9.2,63,1529,1,95,24.3,7769,0,0,13,11,0.84615385,14,13,0.92857143,10,8,5,3,0.73333333,42,35,0.833,43,43,1,73,3070,56,0,42.1,1,1,0,45,2,0,5240,1049,5,302,189,83,37,20,30,329,580,56.7,3584,20,3.4,17,2.9,6.6,6,11.7,224,76.3,41,268,5.8,5.2,6.6,1656,12,3.9,103.5,36,1,85,1867,1,22,30,21,0.7,35,35,1,88,3652,41.5,0,0,0.49187935,No,No,No,0.8003413,0.55545024,0.44454976,13.7132701,16.6878981,6.76416819,5.97539543
2006,NYGiants,10,8,52.14,1003,5.2,304,163,120,28,10,21,301,57.6,3058,24,18,3.4,55,6.2,5.6,10.8,191.1,76.8,25,186,5.6,5,4.6,2,2156,14,55,4.7,134.8,23,33,288,0,38,8.7,70,1407,0,51,20.1,6909,0,0,7,7,1,11,10,0.90909091,8,6,1,0,0.66666667,27,23,0.852,38,38,1,77,3098,54,0,40.2,1,2,0,41,0,1,5479,1057,5.2,314,189,106,28,11,19,333,567,58.7,3649,21,3.7,17,3,6.8,6.1,11.5,228.1,79,32,181,6.1,5.5,5.3,1830,19,4,114.4,33,0,65,1455,0,22.4,29,22,0.759,40,40,1,69,2891,41.9,2,0,0.51643192,No,No,Yes,0.83029197,0.54636092,0.45363908,14.6873239,15.1353591,5.25291829,8.60215054
2007,NYGiants,12,10,53.02,1041,5.1,321,167,119,34,14,35,302,55.5,3154,23,20,3.7,60,6.2,5.4,11.2,197.1,73,28,222,5.5,4.7,4.9,6,2148,15,88,4.6,134.3,26,43,319,0,27,7.4,66,1579,1,74,23.9,7200,1,1,10,9,0.90909091,8,5,0.625,8,8,0,0,1,27,23,0.852,42,40,0.952,72,2905,60,1,40.3,2,3,0,44,0,0,4880,984,5,288,185,83,25,10,20,306,523,58.5,3317,24,4.6,15,2.9,7,6.6,12,207.3,83.4,53,349,5.8,5.4,9.2,1563,12,3.8,97.7,28,0,69,1596,1,23.1,29,21,0.724,38,38,1,87,3628,41.7,1,1,0.52538631,No,No,No,0.81993007,0.54947166,0.45052834,14.2144772,13.9031339,7.82122905,6.0311284
2008,NYGiants,8,12,56.95,1021,5.6,338,176,130,13,3,32,298,60.7,3177,23,10,2,48,6.8,6.8,11.3,198.6,88.2,28,176,6.1,6.1,5.4,3,2518,19,77,5,157.4,18,39,337,0,50,8.6,55,1284,0,83,23.3,7316,1,1,15,15,1,15,14,0.93333333,7,5,1,1,0.75,39,36,0.923,41,41,1,64,2814,61,0,44,0,2,1,45,1,3,4672,931,5,268,165,78,22,5,25,296,503,58.8,3139,17,3.4,17,3.4,6.8,6,11.6,196.2,76.7,42,288,5.8,5,7.7,1533,14,4,95.8,24,0,85,1912,0,22.5,26,19,0.731,31,31,1,76,3298,43.4,3,0,0.50955414,No,No,No,0.9672447,0.50832517,0.49167483,13.3372365,15.8911565,6.84647303,5.48780488
2009,NYGiants,10,8,58.56,1017,5.8,323,194,103,31,17,26,338,62.4,4019,28,14,2.6,74,7.8,7.7,12.6,251.2,93.2,32,227,7,6.9,5.6,2,1837,14,38,4.1,114.8,30,36,393,1,79,10.9,71,1482,0,68,20.9,7731,0,0,12,10,0.83333333,13,11,0.84615385,6,5,1,1,0.85714286,32,27,0.844,45,45,1,64,2604,59,0,40.7,1,2,0,46,0,0,5198,953,5.5,308,182,103,24,11,23,314,498,63.1,3425,31,6.2,13,2.6,7.4,7.4,11.7,214.1,95.1,32,237,6.5,6.5,6,1773,21,4.2,110.8,28,1,77,1619,0,21,21,18,0.857,51,47,0.922,72,3168,44,1,0,0.47584541,No,No,Yes,0.771777,0.56440511,0.43559489,14.5671642,12.1733021,5.99250936,5.30612245
2010,NYGiants,9,10,60.85,1035,5.9,331,192,112,42,17,27,339,62.9,3885,31,25,4.6,92,7.4,6.5,11.8,242.8,85.3,16,117,7,6.1,2.9,1,2200,17,73,4.6,137.5,26,43,263,0,22,6.1,57,1082,0,42,19,7430,0,0,12,12,1,4,2,0.5,4,3,3,2,0.71428571,23,19,0.826,48,48,1,73,3219,69,1,44.1,0,0,0,48,1,0,4990,974,5.1,263,159,88,39,23,16,308,539,57.1,3370,24,4.5,16,3,6.8,6.4,12,210.6,80.7,46,316,5.8,5.4,7.9,1620,11,4.2,101.3,36,2,77,1515,0,19.7,27,23,0.852,37,36,0.973,86,3741,43.5,2,0,0.496614,No,No,No,0.86486486,0.53623188,0.46376812,15.4441624,14.3804035,5.99250936,4.13533835
2011,NYGiants,9,9,61.61,1028,6,331,216,84,24,8,31,359,61,4734,29,16,2.7,99,8.4,8.1,13.7,295.9,92.9,28,199,7.7,7.4,4.5,8,1427,17,37,3.5,89.2,18,28,171,0,18,6.1,52,1209,0,40,23.3,7740,0,0,12,12,1,4,3,0.75,5,3,3,1,0.5,24,19,0.792,43,43,1,82,3745,62,0,45.7,1,0,0,47,4,2,6022,1072,5.6,338,210,103,31,11,25,361,589,61.3,4082,28,4.8,20,3.4,7.5,6.9,12.2,255.1,86.1,48,335,6.4,5.9,7.5,1940,15,4.5,121.3,41,0,46,1053,0,22.9,31,25,0.806,45,45,1,75,0,0,0,1,0.45989305,No,No,No,0.66612642,0.60019455,0.39980545,15.6370558,15.055,5.1369863,3.80622837
2012,NYGiants,NA,9,56.87,968,5.9,327,187,103,21,6,37,323,59.9,3825,26,15,2.8,80,7.4,7.1,12.3,239.1,87.2,20,142,6.8,6.6,3.6,3,1862,18,52,4.6,116.4,13,20,144,0,18,7.2,63,1648,1,97,26.2,7621,0,0,11,11,1,16,14,0.875,9,7,3,1,0.66666667,39,33,0.846,46,46,1,58,2757,68,0,47.5,1,1,0,47,1,0,6134,1016,6,317,196,104,35,14,17,341,534,63.9,4068,26,4.9,21,3.9,8.1,7.3,12.6,254.3,88.7,33,231,7.2,6.4,5.8,2066,9,4.6,129.1,38,0,70,1662,0,23.7,30,26,0.867,38,38,1,54,0,0,0,0,0.51168831,No,No,?,0.73166369,0.57747934,0.42252066,13.2564103,17.8313953,5.60747664,4.77099237
2002,NYJets,6,9,50.36,917,5.5,300,190,86,19,9,24,329,67.8,3418,25,10,2.1,47,7.5,7.6,11,213.6,98.3,32,201,6.6,6.7,6.2,2,1618,12,61,4,101.1,16,29,464,2,63,16,72,1713,2,98,23.8,7213,0,0,9,9,1,11,9,0.81818182,10,6,1,0,0.54545455,31,24,0.774,37,35,0.946,64,2612,65,0,40.8,0,0,0,41,3,0,5463,1008,5.4,313,178,116,23,8,19,359,551,65.2,3490,17,3.1,15,2.7,6.7,6.1,10.3,218.1,83.2,30,195,6,5.4,5.2,1973,17,4.6,123.3,33,0,74,1574,1,21.3,31,26,0.839,35,34,0.971,62,2499,40.3,1,0,0.42535211,No,No,No,0.77369439,0.56379498,0.43620502,14.0278552,16.2589286,2.91666667,4.79704797
2003,NYJets,10,6,49.51,936,5.3,274,181,78,20,6,15,312,62.9,3316,20,14,2.8,65,7.1,6.6,11.3,207.3,85.8,31,208,6.3,5.9,5.9,3,1635,8,56,4,102.2,18,30,332,0,47,11.1,60,1461,1,90,24.4,6744,0,0,5,5,1,15,15,1,8,7,4,0,0.58333333,32,27,0.844,24,24,1,72,2692,55,1,37.4,0,0,0,29,1,1,5319,1032,5.2,316,168,134,20,9,14,281,455,61.8,3025,14,3.1,11,2.4,7.1,6.7,11.5,189.1,83.4,35,218,6.2,5.7,7.1,2071,13,4.5,129.4,22,1,71,1496,0,21.1,27,20,0.741,33,33,1,66,2521,38.2,1,0,0.45698925,No,No,No,0.77609108,0.56303419,0.43696581,17.4946996,17.7892977,4.70347648,5.76496674
2004,NYJets,4,10,54.38,996,5.5,313,163,135,16,5,15,282,64.4,3050,19,11,2.5,69,7.4,7.1,11.5,190.6,90.5,31,181,6.5,6.3,6.6,4,2388,15,33,4.5,149.3,19,41,313,0,46,7.6,46,1038,1,94,22.6,6789,0,0,10,9,0.9,6,4,0.66666667,11,10,2,1,0.84615385,29,24,0.828,34,33,0.971,80,3057,58,0,38.2,1,2,0,38,0,0,4878,966,5,282,169,87,33,14,26,289,497,58.1,3312,21,4.2,19,3.8,7.1,6.2,12.2,207,78.3,37,220,6.2,5.4,6.9,1566,8,3.6,97.9,34,0,72,1557,1,21.6,19,16,0.842,29,29,1,89,3569,40.1,1,1,0.52866242,No,Yes,No,1.12366738,0.47088353,0.52911647,16.3303303,18.6896552,6.23556582,4.50819672
2005,NYJets,10,4,39.7,907,4.4,251,146,74,34,19,31,268,57,2642,11,15,3.2,60,6.4,5.4,11.2,165.1,70.6,53,347,5.1,4.2,10.1,0,1328,10,49,3.5,83,36,34,219,0,18,6.4,71,1728,1,95,24.3,5917,0,0,9,8,0.88888889,7,7,1,10,7,2,0,0.58333333,28,22,0.786,24,24,1,75,3251,59,0,43.3,1,2,0,25,0,0,4940,1047,4.7,321,151,136,28,7,34,284,463,61.3,2755,17,3.7,21,4.5,6.4,5.1,10.4,172.2,73.1,30,193,5.6,4.4,6.1,2185,19,3.9,136.6,36,0,60,1250,0,20.8,35,30,0.857,37,37,1,62,2790,45,0,0,0.41087613,Yes,Yes,Yes,0.73422562,0.57662624,0.42337376,16.5416667,13.915493,5.43478261,7.48898678
2006,NYJets,4,10,48.91,1013,4.8,289,161,99,25,9,29,313,64.1,3153,17,16,3.3,71,6.9,6.1,10.7,197.1,82.1,34,199,6,5.3,6.5,2,1738,15,32,3.5,108.6,21,29,243,0,38,8.4,60,1445,2,103,24.1,6579,1,1,7,7,1,12,10,0.83333333,4,4,3,2,0.85714286,27,24,0.889,35,34,0.971,74,3255,69,1,44,1,0,0,35,0,0,5306,1020,5.2,312,181,111,25,9,20,316,532,59.4,3222,19,3.6,16,3,6.5,5.8,10.9,201.4,78,35,230,5.7,5.1,6.2,2084,14,4.6,130.3,28,0,69,1462,0,21.2,24,18,0.75,29,29,1,74,3263,44.1,4,0,0.44103774,No,No,Yes,0.94061303,0.51530109,0.48469891,15.4778481,17.9864407,3.53430353,5.36398467
